Category,Symptom
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Boot-up,Unable to login into system
IT Support / Desktop Support / Internet / VPN not connecting,VPN keeps on disconnecting
IT Support / Desktop Support / Laptop / Speaker and Audio,Issue while connecting external headset. The volume goes to null.
IT Support / Desktop Support / Laptop / System Performance,Laptop freezes at time.
IT Support / Desktop Support / O365 Issue / Outlook Issue,Time Sync issue and Unable to run Outlook application
IT Support / Desktop Support / O365 Issue / Outlook Issue,Time Sync issue and Unable to run Outlook application
IT Support / Desktop Support / Internet / VPN not connecting,VPN is not connecting.Please check
IT Support / Desktop Support / User Profile / Account Lockout,Account lockout
IT Support / Desktop Support / Software Issue,Installation Required - Databricks CLI
IT Support / Desktop Support / Laptop / System Performance,System Tools are crashing and not working properly. Performance issue for last 3 days
IT Support / Desktop Support / Software Issue,I am requesting the installation of Figma and Adobe Creative suite on my laptop. These tools are essential for my upcoming Design work.
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Software Issue,Installation of VMware Horizon Software
IT Support / Desktop Support / Software Issue,PowerBI Desktop is required for project use
IT Support / Desktop Support / Laptop / System Boot-up,Laptop not starting
IT Support / Desktop Support / Internet / VPN not connecting,Password Change
IT Support / Desktop Support / Laptop / Power-On Issue,Unable to turn on laptop
IT Support / Desktop Support / Software Issue,Unable to install Dbeaver x64
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Hotspot and wifi not working properly
IT Support / Desktop Support / User Profile / Password Expired,Need to change password.
IT Support / Desktop Support / Internet / VPN not connecting,VPN token is getting accepted
IT Support / Desktop Support / Internet / VPN not connecting,FortiClient VPN Error
IT Support / Desktop Support / Laptop / System Performance,Laptop's warranty about to expire
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / O365 Issue / Outlook Issue,A few email(s) sent by me are not received by the receiver and emails sent to me are not received in the inbox.
IT Support / Desktop Support / Laptop / Bluescreen,Unable to login
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to VPN
IT Support / Desktop Support / Internet / VPN not connecting,Unable to login to laptop and VPN
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop Audio not working
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient token
IT Support / Desktop Support / Software Issue,Install the DbSchema Software
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop not turning on
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop Not turning on
IT Support / Desktop Support / O365 Issue / Outlook Issue,"Outlook mostly doesn't respond and while writing email, If I want to modify some sentences or format of table, then it doesn't respond, it takes a lot of time to get back on normal"
IT Support / Desktop Support / Software Issue,not able to access client VDI from RDP.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Boot-up,OS failure to restart
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop not functioning
IT Support / Desktop Support / Software Issue,Time Management application is not working
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Software Issue,Need the Zoom and VMware software installation
IT Support / Desktop Support / Software Issue,I Wanted to install Python 3.11.x version in my local tredence laptop
IT Support / Desktop Support / Software Issue,Please help install Citrix for customer VDIs to connect
IT Support / Desktop Support / Software Issue,Please help install Citrix for customer VDI's to connect
IT Support / Desktop Support / Software Issue,Unable to open IT service desk page
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop speaker is not working during teams call. No wired or wireless Bluetooth device is working either.
IT Support / Desktop Support / Software Issue,This is on behalf of Monika Naik. She is unable to login to Teams or Outlook
IT Support / Desktop Support / Laptop / Speaker and Audio,Not able to use my mic and speaker
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Outlook and teams are disabled
IT Support / Desktop Support / User Profile / Account Lockout,Account locked for Sriram PV
IT Support / Desktop Support / User Profile / Account Lockout,Urgent IT support needed for my colleague- Ahmed Mostafa
IT Support / Desktop Support / User Profile / Account Lockout,Account locked for Souvik Roy
IT Support / Desktop Support / Software Issue,Windows 365 for Windows and Sticky Notes
IT Support / Desktop Support / Software Issue,Need Visual Studio editor in my laptop and Visual studio editor plugin for power point.
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,[External] Lenovo Premier Technical Support Case  2018911857
IT Support / Desktop Support / User Profile / Account Lockout,Account got locked
IT Support / Desktop Support / User Profile / Account Lockout,"I'm not able to login into my Tredence account due to which I'm not able to use teams, outlook etc..."
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse scroll button issue
IT Support / Desktop Support / User Profile / Account Lockout,"Account locked, not able to log in, asking to contact support"
IT Support / Desktop Support / Software Issue,Request to Install Citrix workspace on laptop
IT Support / Desktop Support / User Profile / Account Lockout,Account lock out
IT Support / Desktop Support / User Profile / Account Lockout,Account lock out
IT Support / Desktop Support / User Profile / Account Lockout,Not able to access Outlook and Teams
IT Support / Desktop Support / Laptop / Bluescreen,Tredence system crash
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Forti token reactivation
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,I am unable to connect to vpn for some reason
IT Support / Desktop Support / Internet / VPN not connecting,Access Issue while using Tredence Account
IT Support / Desktop Support / Software Issue,Not able to connect to 4G wifiI am in remote area for next 4 days and need to connect with 4G network
IT Support / Desktop Support / Internet / VPN not connecting,VPN & Timesheet
IT Support / Desktop Support / Software Issue,Excel issue
IT Support / Desktop Support / Software Issue,Multiple Python Versions exists and unable to connect to local IDE's and unable to open Anaconda Software
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect VPN
IT Support / Desktop Support / Software Issue,Installation of App - Jmeter
IT Support / Desktop Support / User Profile / Account Lockout,Account locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Laptop Battery Drain,Laptop slowness issue
IT Support / Desktop Support / Software Issue,I need to uninstall Anaconda and reinstall it.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Internet is not working without VPN
